emp_no,first_name,last_name,title,from_date,to_date,birth_date
239067,Tadahiko,Pocchiola,Staff,1996-04-02,9999-01-01,1965-01-11
238252,Uno,Suppi,Staff,1996-12-27,9999-01-01,1965-01-09
31568,Mark,Lalonde,Staff,1996-11-24,9999-01-01,1965-01-10
95181,Yishai,Cappelli,Staff,1997-01-30,9999-01-01,1965-01-28
298953,Zita,Syang,Staff,1998-12-29,9999-01-01,1965-02-01
297474,Irena,Terkki,Staff,1998-03-11,9999-01-01,1965-01-13
471552,Basem,Lortz,Staff,1997-10-25,9999-01-01,1965-01-22
296062,Shaz,Driscoll,Staff,1998-10-03,9999-01-01,1965-01-29
295411,Chiranjit,Serot,Staff,1997-04-04,9999-01-01,1965-01-18
294446,Claudi,Ruemmler,Staff,1999-08-13,9999-01-01,1965-01-27
288166,Masoud,Asmuth,Staff,1994-09-05,9999-01-01,1965-01-11
433059,Bojan,Montresor,Staff,1995-02-04,9999-01-01,1965-01-02
433157,Tomofumi,Serna,Staff,1999-10-23,9999-01-01,1965-01-16
471939,Kazuhiko,Marshall,Staff,1999-11-16,9999-01-01,1965-01-27
91333,Lobel,Stafford,Staff,1998-11-29,9999-01-01,1965-01-27
287323,Steve,Dengi,Staff,1999-09-15,9999-01-01,1965-02-01
435042,Brigham,Borstler,Staff,1995-10-09,9999-01-01,1965-01-10
435060,Moie,Lieblein,Staff,1996-07-12,9999-01-01,1965-01-16
39952,Otmar,Sudbeck,Staff,1998-07-22,9999-01-01,1965-01-02
91256,Gunilla,Milicic,Staff,1998-01-09,9999-01-01,1965-01-13
89664,Pranjal,Rossi,Staff,1998-07-07,9999-01-01,1965-01-20
39036,Changho,Cappelli,Staff,1996-05-04,9999-01-01,1965-01-08
496100,Pranjal,Reinhard,Staff,1995-05-08,9999-01-01,1965-01-07
286029,Jaques,Nanard,Staff,1996-07-16,9999-01-01,1965-01-28
285164,Xiaocheng,Kumaresan,Staff,1994-10-03,9999-01-01,1965-01-02
87129,Keung,Neiman,Staff,1997-04-13,9999-01-01,1965-01-16
436915,Feixiong,Haraldson,Staff,1998-10-11,9999-01-01,1965-01-13
86672,JoAnne,Anido,Staff,1995-09-15,9999-01-01,1965-01-15
85445,Yongdong,Pollock,Staff,1998-03-17,9999-01-01,1965-01-09
437724,Erez,Luft,Staff,1994-12-14,9999-01-01,1965-01-17
437870,Kerhong,Lorho,Staff,1995-06-18,9999-01-01,1965-01-07
475538,Christophe,Leaver,Staff,1998-10-31,9999-01-01,1965-01-15
282585,Zijian,Lammel,Staff,1996-07-01,9999-01-01,1965-01-03
280525,Kish,Herbst,Staff,1996-08-18,9999-01-01,1965-01-13
85414,Chiradeep,Callaway,Staff,1999-07-30,9999-01-01,1965-01-14
20248,Vidar,Demri,Staff,1999-12-31,9999-01-01,1965-01-12
280291,Lenore,Badache,Staff,1998-11-24,9999-01-01,1965-01-26
84840,Sverrir,Neimat,Staff,1996-11-03,9999-01-01,1965-01-14
84029,Babette,Eugenio,Staff,1997-09-21,9999-01-01,1965-01-27
477350,Terresa,Vigier,Staff,1998-07-08,9999-01-01,1965-01-01
81644,Divine,Ghandeharizadeh,Staff,1997-11-28,9999-01-01,1965-01-05
278239,Boaz,Bottner,Staff,1994-02-06,9999-01-01,1965-01-19
80203,Shakhar,Baik,Staff,1993-12-01,9999-01-01,1965-01-22
276868,Alois,Sanella,Staff,1998-03-13,9999-01-01,1965-01-19
275495,Shen,Yamaashi,Staff,1995-02-19,9999-01-01,1965-01-13
274071,Mingsen,Weiland,Staff,1995-10-12,9999-01-01,1965-01-01
442700,Siddarth,Masada,Staff,1997-08-11,9999-01-01,1965-01-06
270716,Shunichi,Baer,Staff,1998-02-04,9999-01-01,1965-01-19
78469,Leucio,Cappelli,Staff,1997-08-22,9999-01-01,1965-01-28
18583,Stafford,Honglei,Staff,1998-08-16,9999-01-01,1965-01-03
478858,Hidekazu,Perna,Staff,1999-11-08,9999-01-01,1965-01-20
263370,Shakhar,Ranze,Staff,1999-05-29,9999-01-01,1965-01-03
444643,Berna,Schonegge,Staff,1998-06-28,9999-01-01,1965-01-18
263012,Hideo,Buchter,Staff,1999-05-01,9999-01-01,1965-01-09
262328,Mayuko,Vural,Staff,1997-12-24,9999-01-01,1965-01-03
67548,Fumitaka,Roohalamini,Staff,1998-06-27,9999-01-01,1965-01-11
446121,Fay,Cochrane,Staff,1999-12-13,9999-01-01,1965-01-11
260249,Vugranam,Beausoleil,Staff,1998-05-14,9999-01-01,1965-01-22
259042,Xiaoqiang,Farrow,Staff,1997-01-01,9999-01-01,1965-01-12
258470,Weiwu,Butner,Staff,1995-02-14,9999-01-01,1965-01-04
479601,Kayoko,Bahi,Staff,1997-02-19,9999-01-01,1965-01-19
36844,Hailing,Levergood,Staff,2000-01-12,9999-01-01,1965-01-01
447376,Kirk,Zongker,Staff,1999-12-10,9999-01-01,1965-01-07
36733,Uma,Reinhard,Staff,1997-11-01,9999-01-01,1965-01-04
256888,Heather,Pehl,Staff,1993-09-15,9999-01-01,1965-01-03
66757,Yonghong,Baig,Staff,1999-04-10,9999-01-01,1965-01-16
254821,Tonny,Couchot,Staff,1994-12-12,9999-01-01,1965-01-24
253707,Insup,Hainaut,Staff,1998-02-11,9999-01-01,1965-01-05
448900,Mart,Talmor,Staff,1999-05-11,9999-01-01,1965-01-16
448994,Haldun,Syang,Staff,1997-02-11,9999-01-01,1965-01-12
249325,Ute,Pokrovskii,Staff,1997-06-09,9999-01-01,1965-01-26
66530,Dung,Leaver,Staff,1998-04-04,9999-01-01,1965-01-29
248256,Sajjan,Falby,Staff,1996-08-29,9999-01-01,1965-01-05
34780,Moni,Kohling,Staff,1994-07-21,9999-01-01,1965-01-16
246902,Shih,Shanbhogue,Staff,1998-04-19,9999-01-01,1965-01-27
246764,Shuzo,Czaja,Staff,1997-11-29,9999-01-01,1965-01-04
64828,Krister,Pappas,Staff,1999-09-30,9999-01-01,1965-01-27
63441,Hinrich,Scallan,Staff,1999-04-04,9999-01-01,1965-01-15
246244,George,Casperson,Staff,2000-01-20,9999-01-01,1965-01-09
245664,Manohar,Kilgore,Staff,1998-11-17,9999-01-01,1965-01-18
236964,Adel,Foote,Staff,1998-08-19,9999-01-01,1965-01-17
236883,Huan,Olivero,Staff,1999-11-19,9999-01-01,1965-01-27
231671,Chandrasekaran,Pearson,Staff,1995-04-14,9999-01-01,1965-01-07
231069,Trygve,Siksek,Staff,1995-11-09,9999-01-01,1965-01-22
230865,Takushi,Brattka,Staff,1999-03-09,9999-01-01,1965-01-02
229404,Gilbert,Kilgour,Staff,1996-04-05,9999-01-01,1965-01-11
59640,Zita,Hiltgen,Staff,1999-01-26,9999-01-01,1965-01-18
229248,Harjit,Terekhov,Staff,1995-10-19,9999-01-01,1965-01-27
457146,Jinpo,Heyers,Staff,1999-01-07,9999-01-01,1965-01-20
457305,Sorina,Lakshmanan,Staff,1994-09-03,9999-01-01,1965-01-15
227899,Garnik,Luce,Staff,1998-09-15,9999-01-01,1965-01-23
227681,Mikhail,Rousseau,Staff,1998-11-30,9999-01-01,1965-01-30
223593,Hidefumi,Moehrke,Staff,1998-03-04,9999-01-01,1965-01-20
220699,Nahid,Gyimothy,Staff,1995-08-18,9999-01-01,1965-01-07
458191,George,Atchley,Staff,1997-07-02,9999-01-01,1965-01-28
220418,Poorav,Laventhal,Staff,1997-08-16,9999-01-01,1965-01-23
492052,Udo,Ratnakar,Staff,1999-11-30,9999-01-01,1965-01-11
219417,Subhrajyoti,Denna,Staff,1996-07-25,9999-01-01,1965-01-29
219052,Marsal,Acton,Staff,1995-08-02,9999-01-01,1965-01-06
58141,Bezalel,Karner,Staff,1994-09-27,9999-01-01,1965-01-05
460131,Adly,Hambrick,Staff,1997-07-25,9999-01-01,1965-01-16
54800,Breannda,Cangellaris,Staff,2000-01-27,9999-01-01,1965-01-13
30484,Sailaja,Chvatal,Staff,1999-05-18,9999-01-01,1965-01-11
217363,Horward,Marzano,Staff,1996-04-11,9999-01-01,1965-01-14
461270,Mrinalini,Mawatari,Staff,1996-01-03,9999-01-01,1965-01-10
53314,Eberhardt,Carrera,Staff,1999-02-23,9999-01-01,1965-01-06
463023,Itzchak,Penn,Staff,1999-01-21,9999-01-01,1965-01-06
51036,Chriss,Fasbender,Staff,1995-05-23,9999-01-01,1965-01-29
215746,Sven,Speer,Staff,1999-07-08,9999-01-01,1965-01-08
50453,Aron,Harbusch,Staff,1997-10-02,9999-01-01,1965-01-12
29130,Xumin,Thorensen,Staff,1998-04-26,9999-01-01,1965-01-06
215419,Flemming,Kroha,Staff,1995-01-23,9999-01-01,1965-01-16
213140,Tru,Danecki,Staff,1997-03-31,9999-01-01,1965-01-10
49464,Siddarth,Cappelletti,Staff,1999-09-10,9999-01-01,1965-01-14
17447,Zengping,Boreale,Staff,1998-12-16,9999-01-01,1965-01-11
48690,Hitomi,Schaap,Staff,1999-09-27,9999-01-01,1965-01-12
210786,Werner,Ranze,Staff,1998-06-05,9999-01-01,1965-01-31
465853,Kwan,Kampfer,Staff,1998-10-16,9999-01-01,1965-01-01
210292,Lihong,Zeilberger,Staff,1996-04-28,9999-01-01,1965-01-18
498337,Naraig,Docker,Staff,1997-05-17,9999-01-01,1965-01-30
206748,Yucai,Fabrizio,Staff,1999-10-06,9999-01-01,1965-01-07
24394,Zhonghui,Conta,Staff,1994-09-10,9999-01-01,1965-01-04
12643,Morrie,Schurmann,Staff,1998-12-31,9999-01-01,1965-01-30
205660,Kien,Barreiro,Staff,1997-08-25,9999-01-01,1965-01-27
205174,Leszek,Spinelli,Staff,1998-12-10,9999-01-01,1965-01-05
467591,Kiyotoshi,Hennebert,Staff,1997-09-21,9999-01-01,1965-01-17
467918,Tsuneo,Skrikant,Staff,1997-10-21,9999-01-01,1965-01-03
420759,Raimond,Solovay,Staff,1997-10-03,9999-01-01,1965-01-04
427332,Feiyu,Hemaspaandra,Staff,1995-06-04,9999-01-01,1965-01-20
419099,Heon,Broomell,Staff,1998-05-06,9999-01-01,1965-01-15
204117,Jessie,Nooteboom,Staff,1999-08-13,9999-01-01,1965-01-10
427823,Jaques,Gecsei,Staff,1999-07-13,9999-01-01,1965-01-18
414814,Dayanand,Wielonsky,Staff,1999-02-15,9999-01-01,1965-01-28
201229,Alejandra,Khasidashvili,Staff,1994-07-30,9999-01-01,1965-01-03
99590,Dhritiman,Anily,Staff,1998-12-16,9999-01-01,1965-01-24
469527,Halsur,Ibel,Staff,1998-03-05,9999-01-01,1965-01-24
99057,Shugo,Reeken,Staff,1999-06-21,9999-01-01,1965-01-30
408417,Tsz,Daescu,Staff,1994-01-29,9999-01-01,1965-01-19
407522,Tommaso,Raczkowsky,Staff,1996-08-29,9999-01-01,1965-01-25
98639,Florina,Assaf,Staff,1996-05-18,9999-01-01,1965-01-29
406847,Alexius,Crouzet,Staff,1999-10-05,9999-01-01,1965-01-24
429899,Ranan,Marsiglia,Staff,1999-08-13,9999-01-01,1965-01-30
429954,Renny,Gladwell,Staff,1999-02-27,9999-01-01,1965-01-26
404573,Eberhardt,Spelt,Staff,1997-07-05,9999-01-01,1965-01-31
494493,Masasuke,Koprowski,Staff,1996-11-20,9999-01-01,1965-01-10
400683,Kamakshi,Manders,Staff,1995-08-05,9999-01-01,1965-01-28
238112,Miomir,Frezza,Technique Leader,1991-05-25,9999-01-01,1965-01-12
13499,Kazuhiko,Sidou,Technique Leader,1991-09-01,9999-01-01,1965-01-16
205085,Moni,Kornyak,Technique Leader,1991-09-26,9999-01-01,1965-01-23
454378,Gina,Ossenbruggen,Technique Leader,1998-01-03,9999-01-01,1965-01-06
260501,Dzung,Pargas,Technique Leader,1990-05-17,9999-01-01,1965-01-14
236315,IEEE,Raczkowsky,Technique Leader,1996-07-24,9999-01-01,1965-01-31
65171,Jeane,Tasistro,Technique Leader,1994-07-06,9999-01-01,1965-01-25
88422,Jungsoon,Birsak,Technique Leader,1985-04-03,9999-01-01,1965-01-28
31188,Leandro,Gist,Technique Leader,1993-02-03,9999-01-01,1965-01-12
203599,Ewing,DiGiano,Technique Leader,2000-02-01,9999-01-01,1965-01-21
59966,Steen,Salvesen,Technique Leader,1993-02-03,9999-01-01,1965-01-28
203495,Zongyan,Gips,Technique Leader,1997-05-31,9999-01-01,1965-01-02
229386,Pohua,Tasistro,Technique Leader,1989-06-02,9999-01-01,1965-01-03
254399,Armond,Lores,Technique Leader,1999-09-16,9999-01-01,1965-01-24
109252,Moty,Winter,Technique Leader,1991-04-28,9999-01-01,1965-01-15
59195,Ronnie,Pollock,Technique Leader,1990-06-19,9999-01-01,1965-01-08
413729,Harjit,Ernst,Technique Leader,1992-04-26,9999-01-01,1965-01-02
429087,Hugh,Senzako,Technique Leader,1992-10-15,9999-01-01,1965-01-27
457337,Xumin,Beidas,Technique Leader,1995-04-27,9999-01-01,1965-01-31
105342,Kwun,Reeker,Technique Leader,1999-07-29,9999-01-01,1965-01-01
10122,Ohad,Esposito,Technique Leader,1998-08-06,9999-01-01,1965-01-19
226216,Giordano,Gini,Technique Leader,1993-08-14,9999-01-01,1965-01-28
223595,Chiranjit,Dredge,Technique Leader,1999-09-05,9999-01-01,1965-02-01
409798,Dekang,Tsunoo,Technique Leader,1995-01-19,9999-01-01,1965-01-15
260153,Mingdong,Baar,Technique Leader,1991-10-14,9999-01-01,1965-01-28
17970,Filipp,Carrere,Technique Leader,1989-01-09,9999-01-01,1965-01-06
220625,Shigenori,Deville,Technique Leader,1992-12-24,9999-01-01,1965-01-25
497835,Shuho,Laurillard,Technique Leader,1999-10-06,9999-01-01,1965-01-29
273159,Divine,Hofmeyr,Technique Leader,1989-04-14,9999-01-01,1965-01-26
446897,Takahiro,Dalton,Technique Leader,1992-09-30,9999-01-01,1965-01-22
450255,Udo,Waymire,Technique Leader,1986-06-14,9999-01-01,1965-01-31
219497,Moie,Zastre,Technique Leader,1991-10-11,9999-01-01,1965-01-22
23396,Hilari,Fairtlough,Technique Leader,1986-12-15,9999-01-01,1965-01-02
79043,Katsuo,Hockney,Technique Leader,1999-11-07,9999-01-01,1965-01-24
40983,Marla,Cherinka,Technique Leader,1986-12-01,9999-01-01,1965-01-17
219035,Kristine,Bierman,Technique Leader,1988-05-13,9999-01-01,1965-01-18
448769,Mong,Dichev,Technique Leader,1997-10-11,9999-01-01,1965-01-18
474796,Zongyan,Shackel,Technique Leader,1986-11-09,9999-01-01,1965-01-10
218022,Mokhtar,Poupard,Technique Leader,1992-02-02,9999-01-01,1965-01-26
406125,Georgi,Portugali,Technique Leader,1987-09-27,9999-01-01,1965-01-25
478439,Yuichiro,Bale,Technique Leader,1997-11-04,9999-01-01,1965-01-15
77647,Niranjan,Schaaf,Technique Leader,1989-11-05,9999-01-01,1965-01-07
401574,Yannik,Falco,Technique Leader,1988-01-15,9999-01-01,1965-01-13
217286,Yannik,Spelt,Technique Leader,1992-09-22,9999-01-01,1965-01-05
52778,Alain,Penn,Technique Leader,1986-05-03,9999-01-01,1965-01-15
450309,Gill,Orlowska,Technique Leader,1986-12-25,9999-01-01,1965-01-08
10663,Teunis,Noriega,Technique Leader,1993-01-23,9999-01-01,1965-01-09
77030,Faiza,Garnham,Technique Leader,1986-03-02,9999-01-01,1965-01-02
463472,Jaber,Sethi,Technique Leader,1995-06-06,9999-01-01,1965-01-11
30154,Mayuko,Skafidas,Technique Leader,1999-04-19,9999-01-01,1965-01-26
251814,Mitsuyuki,Zockler,Technique Leader,1998-09-14,9999-01-01,1965-01-01
296303,Mariangiola,Heyers,Technique Leader,1992-08-04,9999-01-01,1965-01-28
94331,Ramzi,Cronau,Technique Leader,1999-09-03,9999-01-01,1965-01-26
471532,Feiyu,Decleir,Technique Leader,1998-09-13,9999-01-01,1965-01-17
33215,Steen,Fasbender,Technique Leader,1993-02-14,9999-01-01,1965-01-29
263186,Danny,Lowrie,Technique Leader,1995-09-13,9999-01-01,1965-01-22
84942,Shin,Fujisaki,Technique Leader,1988-02-23,9999-01-01,1965-01-15
295255,Jacopo,Bellone,Technique Leader,1988-03-13,9999-01-01,1965-01-04
34936,Bokyung,Stamatiou,Technique Leader,1991-02-12,9999-01-01,1965-01-12
291352,Danai,Trelles,Technique Leader,1992-04-17,9999-01-01,1965-01-07
41114,Petter,Thummel,Technique Leader,1995-12-24,9999-01-01,1965-01-25
480268,Gaurav,Cheshire,Technique Leader,1989-03-30,9999-01-01,1965-01-18
93600,Kristina,Neimat,Technique Leader,1988-04-18,9999-01-01,1965-01-13
28988,Tua,Giveon,Technique Leader,1998-09-09,9999-01-01,1965-01-18
68648,Jaques,DiGiano,Technique Leader,1992-04-01,9999-01-01,1965-01-25
255779,Heejo,Merle,Technique Leader,1997-09-04,9999-01-01,1965-01-31
467269,Nahum,Lambe,Technique Leader,1989-08-31,9999-01-01,1965-01-18
287808,Vidar,Ozeki,Technique Leader,1996-06-17,9999-01-01,1965-01-09
476361,Doohun,Preusig,Technique Leader,1985-04-13,9999-01-01,1965-01-09
445570,Van,Nations,Technique Leader,1986-08-11,9999-01-01,1965-01-25
24080,Jaana,Perez,Technique Leader,1996-03-11,9999-01-01,1965-01-26
251403,Utpal,DuBourdieux,Technique Leader,1997-11-19,9999-01-01,1965-01-01
423993,Seshu,Kolvik,Technique Leader,1988-12-09,9999-01-01,1965-01-01
468360,Huei,Saoudi,Technique Leader,1994-08-10,9999-01-01,1965-01-12
278386,Caolyn,Poujol,Technique Leader,1995-12-03,9999-01-01,1965-01-15
445941,Masako,Dechter,Technique Leader,1985-09-25,9999-01-01,1965-01-11
81545,Larisa,Kornyak,Technique Leader,1996-03-10,9999-01-01,1965-01-13
